timestamp,open,high,low,close,volume,pct_change,volatility,cumulative_return,body_size,is_bullish
2026-02-25 09:55:00,65085.0,65085.0,65055.0,65056.0,1528.27490139,-0.04302132628603017,56.60258502560239,0.22183879714068322,29.0,False
2026-02-25 09:56:00,65055.0,65070.0,65042.0,65069.0,2866.05238133,0.019982784062966275,57.24085769339659,0.24186591077144382,14.0,True
2026-02-25 09:57:00,65069.0,65097.0,65069.0,65096.0,24697.11925953,0.041494413622467086,59.1900596206592,0.2834606852353483,27.0,True
2026-02-25 09:58:00,65096.0,65096.0,65057.0,65057.0,3739.58136072,-0.059911515300481444,59.59819407368615,0.2233793443430665,39.0,False
2026-02-25 09:59:00,65058.0,65058.0,65049.0,65050.0,3513.40687127,-0.01075979525646531,59.79339428400756,0.21259551392649456,8.0,False
2026-02-25 10:00:00,65037.0,65038.0,64996.0,64996.0,15344.26114913,-0.08301306687164,59.50196812315651,0.12940596499870782,41.0,False
2026-02-25 10:01:00,64991.0,65039.0,64990.0,65039.0,3405.67348253,0.0661579174102922,59.358766478908954,0.19564949470045612,48.0,True
2026-02-25 10:02:00,65038.0,65038.0,65037.0,65038.0,9884.31387967,-0.001537539015050715,59.12473433791735,0.19410894749809504,0.0,False
2026-02-25 10:03:00,65037.0,65097.0,65037.0,65096.0,75545.80192612,0.0891786340293299,59.561798954867896,0.2834606852353261,59.0,True
2026-02-25 10:04:00,65096.0,65097.0,65069.0,65074.0,62551.65136644,-0.03379623940027443,59.454073385334254,0.2495686467832714,22.0,False
2026-02-25 10:05:00,65074.0,65075.0,65055.0,65055.0,2111.44199026,-0.02919752896701766,54.424525237912,0.22029824993832214,19.0,False
2026-02-25 10:06:00,65056.0,65064.0,65055.0,65064.0,1008.56477556,0.01383444777496301,48.434328843602934,0.23416317475961623,8.0,True
2026-02-25 10:07:00,65063.0,65083.0,65060.0,65082.0,16890.9310666,0.02766506824050108,44.90211576311435,0.2618930244022044,19.0,True
2026-02-25 10:08:00,65083.0,65097.0,65080.0,65096.0,4386.35537595,0.02151132417564927,34.85741633696579,0.2834606852353261,13.0,True
2026-02-25 10:09:00,65096.0,65099.0,65096.0,65099.0,1513.48950211,0.004608578100029348,30.62416486516354,0.2880823268424093,3.0,True
2026-02-25 10:10:00,65098.0,65099.0,65085.0,65098.0,6715.31281629,-0.001536121906631216,28.19126404448136,0.28654177964004823,0.0,False
2026-02-25 10:11:00,65098.0,65099.0,65098.0,65098.0,4455.59644599,0.0,27.74109624829628,0.28654177964004823,0.0,False
2026-02-25 10:12:00,65098.0,65100.0,65098.0,65100.0,4283.482282,0.0030722910073999188,28.233052671691752,0.2896228740447704,2.0,True
2026-02-25 10:13:00,65099.0,65099.0,65098.0,65098.0,581.36164418,-0.003072196620579337,27.969673426473296,0.28654177964004823,1.0,False
2026-02-25 10:14:00,65099.0,65099.0,65091.0,65091.0,70.04017208,-0.010753018525910818,28.167543846072576,0.2757579492234985,8.0,False
2026-02-25 10:15:00,65092.0,65092.0,65082.0,65092.0,1666.31754725,0.0015363107034760404,28.201157124532664,0.2772984964258596,0.0,False
2026-02-25 10:16:00,65079.0,65079.0,65067.0,65076.0,2807.97310119,-0.024580593621337243,28.17403619991586,0.25264974118799355,3.0,False
2026-02-25 10:17:00,65076.0,65077.0,65076.0,65076.0,7373.55531038,0.0,27.73156096740453,0.25264974118799355,0.0,False
2026-02-25 10:18:00,65076.0,65077.0,65051.0,65051.0,156.24700033,-0.03841662056671691,27.95386236385381,0.21413606112883343,25.0,False
2026-02-25 10:19:00,65051.0,65052.0,65049.0,65049.0,4875.17158133,-0.0030745107684748696,27.998872157819463,0.21105496672408908,2.0,False
2026-02-25 10:20:00,65037.0,65037.0,64906.0,64946.0,9217.96001188,-0.15834217282356677,36.280921476203986,0.05237860488036539,91.0,False
2026-02-25 10:21:00,64943.0,64943.0,64924.0,64942.0,2862.00228658,-0.006158962830660197,45.961625870241264,0.04621641607089888,1.0,False
2026-02-25 10:22:00,64942.0,64942.0,64915.0,64919.0,4908.37484752,-0.035416217547967754,56.319483400778566,0.01078383041648312,23.0,False
2026-02-25 10:23:00,64919.0,64919.0,64894.0,64894.0,1385.56886118,-0.038509527257046816,66.69885187999253,-0.027729849642676996,25.0,False
2026-02-25 10:24:00,64903.0,64903.0,64896.0,64897.0,2528.08528219,0.004622923536845569,74.61922639221075,-0.023108208035582667,6.0,False
2026-02-25 10:25:00,64896.0,64896.0,64888.0,64895.0,9619.50709772,-0.0030818065550053397,81.33121042672933,-0.02618930244031592,1.0,False
2026-02-25 10:26:00,64876.0,64891.0,64875.0,64890.0,4280.88185856,-0.007704753833115419,86.96852122586316,-0.0338920384521435,14.0,True
2026-02-25 10:27:00,64889.0,64889.0,64883.0,64885.0,9813.89857005,-0.007705347511177685,91.16231908554701,-0.04159477446398219,4.0,False
2026-02-25 10:28:00,64886.0,64891.0,64874.0,64891.0,55995.47200247,0.009247129536871235,93.03382237264624,-0.03235149124978243,5.0,True
2026-02-25 10:29:00,64876.0,64881.0,64876.0,64880.0,562.61186414,-0.016951503290130177,94.18816553217889,-0.04929751047580977,4.0,True
2026-02-25 10:30:00,64883.0,64891.0,64880.0,64891.0,30060.63839579,0.016954377311950708,93.45951839672688,-0.03235149124979353,8.0,True
2026-02-25 10:31:00,64890.0,64916.0,64890.0,64915.0,26331.90556285,0.036985098087560786,90.52530905193093,0.004621641606994409,25.0,True
2026-02-25 10:32:00,64914.0,64915.0,64889.0,64889.0,873.22150155,-0.040052376184240845,87.2933801071192,-0.03543258565452678,25.0,False
2026-02-25 10:33:00,64874.0,64880.0,64863.0,64879.0,5108.75429624,-0.015410932515524944,83.15135217433428,-0.05083805767819305,5.0,True
2026-02-25 10:34:00,64880.0,64880.0,64879.0,64880.0,4598.49352902,0.0015413307850042912,77.85768055273098,-0.04929751047582087,0.0,False
2026-02-25 10:35:00,64880.0,64880.0,64863.0,64864.0,1081.09407668,-0.024660912453755568,71.11552869135072,-0.0739462657136758,16.0,False
2026-02-25 10:36:00,64865.0,64865.0,64858.0,64859.0,2661.07429075,-0.007708436112485728,63.93121303398656,-0.08164900172551448,6.0,False
2026-02-25 10:37:00,64845.0,64858.0,64798.0,64798.0,2754.57458203,-0.09405017036957508,58.091669843956076,-0.17562238106986205,47.0,False
2026-02-25 10:38:00,64799.0,64860.0,64799.0,64860.0,34415.81303496,0.09568196549276653,47.7220847031687,-0.0801084545231534,61.0,True
2026-02-25 10:39:00,64862.0,64925.0,64862.0,64925.0,152704.97535108,0.1002158495220451,32.42071300224361,0.020027113630649573,63.0,True
2026-02-25 10:40:00,64940.0,64966.0,64940.0,64966.0,62231.45524762,0.0631497882171761,34.48336746279187,0.08318954892767572,26.0,True
2026-02-25 10:41:00,64966.0,64979.0,64961.0,64979.0,3097.43192543,0.020010467013520383,38.162533293317466,0.10321666255843631,13.0,True
2026-02-25 10:42:00,64979.0,65049.0,64979.0,65045.0,9808.75873214,0.10157127687406842,50.967378627963434,0.20489277791462257,66.0,True
2026-02-25 10:43:00,65061.0,65062.0,65033.0,65034.0,34672.66625755,-0.016911369052197145,59.18205631329409,0.18794675868858413,27.0,False
2026-02-25 10:44:00,65034.0,65034.0,65020.0,65020.0,13344.95264718,-0.021527201156312792,64.35172675879646,0.16637909785546245,14.0,False
2026-02-25 10:45:00,65019.0,65120.0,65003.0,65078.0,33225.01327435,0.0892033220547539,74.04934343500476,0.2557308355927157,59.0,True
2026-02-25 10:46:00,65078.0,65138.0,65078.0,65131.0,59496.80600242,0.08144073265927698,87.12512176234539,0.33737983731814136,53.0,True
2026-02-25 10:47:00,65131.0,65162.0,65129.0,65131.0,13309.49266632,0.0,96.75736066111155,0.33737983731814136,0.0,False
2026-02-25 10:48:00,65131.0,65131.0,65106.0,65114.0,897.79333716,-0.026101242112053225,102.77768547490714,0.31119053487791426,17.0,False
2026-02-25 10:49:00,65114.0,65115.0,65093.0,65093.0,51229.80326786,-0.032251128789506645,105.39223730527443,0.27883904362822065,21.0,False
2026-02-25 10:50:00,65100.0,65100.0,65083.0,65086.0,63334.50463968,-0.010753844499411525,106.94617436134767,0.2680552132116487,14.0,False
2026-02-25 10:51:00,65086.0,65087.0,65043.0,65043.0,8763.16989018,-0.06606643517806932,106.85164333884832,0.20181168350990042,43.0,False
2026-02-25 10:52:00,65044.0,65044.0,65034.0,65034.0,9427.66797618,-0.013837000138372524,104.990964523531,0.18794675868860633,10.0,False
2026-02-25 10:53:00,65034.0,65060.0,65034.0,65059.0,7454.04251423,0.03844143063629346,102.57653112113469,0.22646043874776645,25.0,True
2026-02-25 10:54:00,65059.0,65060.0,65047.0,65047.0,1003.5770939,-0.018444796261851693,99.03433747950034,0.20797387231936693,12.0,False
2026-02-25 10:55:00,65047.0,65048.0,65047.0,65048.0,9877.76600787,0.0015373499162141258,93.30453816460097,0.209514419521728,1.0,True
2026-02-25 10:56:00,65042.0,65063.0,65022.0,65040.0,1679.74517982,-0.012298610257044373,85.58004870790298,0.197190041902795,2.0,False
2026-02-25 10:57:00,65040.0,65052.0,65039.0,65051.0,9833.68661519,0.01691266912668965,66.61641966082462,0.21413606112883343,11.0,True
2026-02-25 10:58:00,65051.0,65124.0,65051.0,65085.0,3750.50936844,0.05226668306406168,52.19949082234622,0.26651466600928764,34.0,True
2026-02-25 10:59:00,65085.0,65087.0,65085.0,65086.0,7168.8312312,0.0015364523315630763,43.52917956603193,0.2680552132116487,1.0,True
2026-02-25 11:00:00,65087.0,65154.0,65086.0,65131.0,33493.02332378,0.0691392926282175,40.61355101840043,0.33737983731814136,44.0,True
2026-02-25 11:01:00,65132.0,65188.0,65131.0,65167.0,8387.15898889,0.05527321859022383,40.98944023203614,0.3928395366033177,35.0,True
2026-02-25 11:02:00,65167.0,65168.0,65139.0,65141.0,22371.2310756,-0.039897494130469724,42.73353792009001,0.3527853093417965,26.0,False
2026-02-25 11:03:00,65139.0,65140.0,65126.0,65132.0,10310.83787788,-0.013816183356107903,42.685231021734566,0.33892038452050244,7.0,False
2026-02-25 11:04:00,65131.0,65132.0,65126.0,65126.0,2227.9914317,-0.009212061659402693,40.608885468064486,0.3296771013062916,5.0,False
2026-02-25 11:05:00,65126.0,65126.0,65084.0,65084.0,1066.50114584,-0.06449037250867429,40.52870977221599,0.26497411880690436,42.0,False
2026-02-25 11:06:00,65066.0,65066.0,65032.0,65040.0,5619.1305155,-0.06760494130662043,40.960700035265624,0.197190041902795,26.0,False
2026-02-25 11:07:00,65039.0,65040.0,65037.0,65037.0,3903.14401486,-0.004612546125459804,41.02707706675781,0.19256840029568956,2.0,False
2026-02-25 11:08:00,65039.0,65042.0,65032.0,65036.0,10689.70620027,-0.0015375862970290477,41.54908321249923,0.19102785309332848,3.0,False
2026-02-25 11:09:00,65034.0,65035.0,65034.0,65035.0,10868.66329518,-0.0015376099391062326,42.48268997342134,0.1894873058909674,1.0,True
